row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country_region,city,state_province,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
1270,US-2023-108189,2023-10-02,2023-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.4080,2,0.20,3.4104
1271,US-2023-108189,2023-10-02,2023-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.3600,2,0.20,-3.2640
1272,US-2023-108189,2023-10-02,2023-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.1600,1,0.20,-0.0895
1273,US-2023-108189,2023-10-02,2023-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.3760,3,0.20,20.1579
1274,US-2023-108189,2023-10-02,2023-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4000,2,0.20,107.4600
1275,US-2023-157882,2023-10-03,2023-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.3520,3,0.20,13.7646
1276,US-2023-153976,2023-10-03,2023-10-08,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,60201,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.2790,3,0.30,-70.1043
1277,US-2023-120775,2023-10-03,2023-10-07,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,Central,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,31.7760,3,0.60,-19.0656
1278,US-2023-157882,2023-10-03,2023-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.4320,1,0.20,3.5858
1279,US-2023-155817,2023-10-03,2023-10-09,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,6.1920,3,0.20,0.4644
1280,US-2023-108903,2023-10-03,2023-10-03,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.9840,2,0.20,4.1988
1281,US-2023-120775,2023-10-03,2023-10-07,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.7880,3,0.80,-3.0396
1282,US-2023-108903,2023-10-03,2023-10-03,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14.4800,5,0.20,4.8870
1283,US-2023-120775,2023-10-03,2023-10-07,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,Central,OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,15.0720,4,0.20,-3.7680
1284,US-2023-120775,2023-10-03,2023-10-07,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,4.3440,3,0.20,0.8688
1285,US-2023-120775,2023-10-03,2023-10-07,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,Central,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,4.9280,2,0.20,1.7248
1286,US-2023-155817,2023-10-03,2023-10-09,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,South,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.5680,2,0.20,4.6176
1287,US-2023-108903,2023-10-03,2023-10-03,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,142.4880,3,0.20,-3.5622
1288,US-2023-166891,2023-10-04,2023-10-06,First Class,CC-12220,Chris Cortes,Consumer,United States,New York City,New York,10024,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.4100,5,0.10,-6.5490
1289,US-2023-153479,2023-10-04,2023-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.6480,2,0.20,31.0856
1290,US-2023-102085,2023-10-04,2023-10-09,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.2400,4,0.00,13.7428
1291,US-2023-153479,2023-10-04,2023-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.4500,5,0.00,6.7915
1292,US-2023-152422,2023-10-05,2023-10-10,Second Class,BD-11635,Brian Derr,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.9200,5,0.20,11.4900
1293,US-2023-152233,2023-10-05,2023-10-06,First Class,KH-16510,Keith Herrera,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,99.9800,2,0.00,34.9930
1294,CA-2023-131807,2023-10-05,2023-10-10,Standard Class,GG-14650,Greg Guthrie,Corporate,Canada,Calgary,Alberta,T1Y,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,435.1700,4,0.20,-59.8400
1295,CA-2023-131807,2023-10-05,2023-10-10,Standard Class,GG-14650,Greg Guthrie,Corporate,Canada,Edmonton,Alberta,T5A,West,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,72.9000,5,0.00,26.9700
1296,CA-2023-131807,2023-10-05,2023-10-10,Standard Class,GG-14650,Greg Guthrie,Corporate,Canada,Edmonton,Alberta,T5A,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,206.3500,3,0.20,5.1600
1297,CA-2023-131807,2023-10-05,2023-10-10,Standard Class,GG-14650,Greg Guthrie,Corporate,Canada,Edmonton,Alberta,T5A,West,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",15.8000,4,0.00,4.1100
1298,CA-2023-131807,2023-10-05,2023-10-10,Standard Class,GG-14650,Greg Guthrie,Corporate,Canada,Calgary,Alberta,T1Y,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,14.9000,5,0.00,6.8500
1299,CA-2023-131807,2023-10-05,2023-10-10,Standard Class,GG-14650,Greg Guthrie,Corporate,Canada,Edmonton,Alberta,T5A,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",7.9900,1,0.20,2.7000
1300,US-2023-132542,2023-10-06,2023-10-08,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.3600,2,0.00,7.6800
1301,US-2023-110611,2023-10-06,2023-10-13,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83.9200,5,0.20,-13.6370
1302,US-2023-109680,2023-10-06,2023-10-09,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,386.3400,2,0.00,54.0876
1303,US-2023-134677,2023-10-06,2023-10-10,Standard Class,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.0900,3,0.00,1.9089
1304,US-2023-117429,2023-10-07,2023-10-13,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.9200,5,0.20,21.1120
1305,US-2023-132801,2023-10-07,2023-10-12,Standard Class,JG-15805,John Grady,Corporate,United States,Dallas,Texas,75217,Central,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",107.4400,10,0.20,10.7440
1306,US-2023-119977,2023-10-08,2023-10-13,Second Class,DN-13690,Duane Noonan,Consumer,United States,New York City,New York,10011,East,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,123.9200,4,0.00,55.7640
1307,US-2023-142951,2023-10-08,2023-10-08,Same Day,JG-15115,Jack Garza,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",23.4720,3,0.20,4.9878
1308,US-2023-138240,2023-10-09,2023-10-14,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,144.6000,3,0.00,41.9340
1309,US-2023-137911,2023-10-09,2023-10-15,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.7680,2,0.20,31.0688
1310,US-2023-138240,2023-10-09,2023-10-14,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,15.9920,1,0.20,-2.9985
1311,US-2023-140403,2023-10-10,2023-10-10,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.3520,3,0.20,13.7646
1312,US-2023-150329,2023-10-10,2023-10-14,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,46.8720,7,0.20,3.5154
1313,US-2023-134054,2023-10-10,2023-10-10,Same Day,FC-14335,Fred Chung,Corporate,United States,Albuquerque,New Mexico,87105,West,OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.8500,7,0.00,112.5740
1314,US-2023-105137,2023-10-10,2023-10-10,Same Day,RB-19435,Richard Bierner,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",18.2640,2,0.70,-13.3936
1315,US-2023-103492,2023-10-10,2023-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,0.8980,1,0.80,-1.5715
1316,US-2023-103492,2023-10-10,2023-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,11.9800,5,0.80,-19.1680
1317,US-2023-140403,2023-10-10,2023-10-10,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.2800,2,0.00,7.4872
1318,US-2023-105137,2023-10-10,2023-10-10,Same Day,RB-19435,Richard Bierner,Consumer,United States,Columbus,Ohio,43229,East,TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.9940,2,0.70,-71.3958
1319,US-2023-103492,2023-10-10,2023-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,719.9520,6,0.20,71.9952
1320,US-2023-103492,2023-10-10,2023-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,755.9440,7,0.20,66.1451
1321,US-2023-157924,2023-10-11,2023-10-13,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.5680,2,0.20,-65.0352
1322,US-2023-116834,2023-10-11,2023-10-16,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63.4700,11,0.00,19.0410
1323,US-2023-114314,2023-10-11,2023-10-15,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,8.9200,4,0.00,3.9248
1324,US-2023-128538,2023-10-11,2023-10-15,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Redondo Beach,California,90278,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.6400,1,0.00,3.7436
1325,US-2023-126571,2023-10-11,2023-10-15,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,201.4320,3,0.20,67.9833
1326,US-2023-114314,2023-10-11,2023-10-15,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,7.3100,1,0.00,3.4357
1327,US-2023-157924,2023-10-11,2023-10-13,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.9200,4,0.00,8.2992
1328,US-2023-126571,2023-10-11,2023-10-15,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,281.9040,2,0.20,10.5714
1329,US-2023-116834,2023-10-11,2023-10-16,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345.0000,5,0.00,58.6500
1330,US-2023-139451,2023-10-12,2023-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9000,5,0.00,4.1720
1331,US-2023-139451,2023-10-12,2023-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.3900,1,0.00,6.2031
1332,US-2023-154655,2023-10-12,2023-10-17,Standard Class,BP-11050,Barry Pond,Corporate,United States,Chicago,Illinois,60623,Central,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",22.2400,2,0.20,2.5020
1333,US-2023-164742,2023-10-13,2023-10-18,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",245.9800,2,0.00,27.0578
1334,US-2023-151995,2023-10-13,2023-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.5500,5,0.00,311.6520
1335,US-2023-151995,2023-10-13,2023-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.9200,4,0.00,62.0368
1336,US-2023-151995,2023-10-13,2023-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,11.5200,4,0.00,3.2256
1337,US-2023-132010,2023-10-13,2023-10-15,First Class,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223,South,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,15.1800,3,0.00,7.1346
1338,US-2023-123316,2023-10-13,2023-10-17,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Mount Vernon,New York,10550,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.7520,3,0.20,2.8101
1339,US-2023-164742,2023-10-13,2023-10-18,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,18.9400,1,0.00,9.4700
1340,US-2023-132010,2023-10-13,2023-10-15,First Class,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223,South,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,36.4000,5,0.00,17.4720
1341,US-2023-132010,2023-10-13,2023-10-15,First Class,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223,South,OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,315.2000,4,0.00,6.3040
1342,US-2023-151995,2023-10-13,2023-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.7800,2,0.00,2.5780
1343,US-2023-132010,2023-10-13,2023-10-15,First Class,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223,South,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,22.9600,2,0.00,4.3624
1344,US-2023-151330,2023-10-14,2023-10-17,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,East,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1628.8200,9,0.00,260.6112
1345,US-2023-163748,2023-10-14,2023-10-18,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.1600,4,0.80,-8.5320
1346,US-2023-151015,2023-10-14,2023-10-20,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.9460,3,0.80,-4.8609
1347,US-2023-146353,2023-10-14,2023-10-16,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.9200,4,0.00,11.0016
1348,US-2023-151015,2023-10-14,2023-10-20,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,19.1360,4,0.20,6.9368
1349,US-2023-151015,2023-10-14,2023-10-20,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,322.1920,13,0.20,100.6850
1350,US-2023-151330,2023-10-14,2023-10-17,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",79.4500,7,0.00,22.2460
1351,US-2023-146353,2023-10-14,2023-10-16,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9000,5,0.00,16.1940
1352,US-2023-151330,2023-10-14,2023-10-17,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,East,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.0000,3,0.00,30.0900
1353,US-2023-163748,2023-10-14,2023-10-18,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.9600,5,0.20,624.9875
1354,US-2023-122021,2023-10-15,2023-10-17,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,183.3720,2,0.30,-7.8588
1355,US-2023-143182,2023-10-15,2023-10-20,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.3840,1,0.20,4.0383
1356,US-2023-122021,2023-10-15,2023-10-17,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.9680,2,0.20,2.8884
1357,US-2023-109456,2023-10-16,2023-10-17,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.3520,3,0.20,5.0232
1358,US-2023-109456,2023-10-16,2023-10-17,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.9700,3,0.00,86.3856
1359,US-2023-103086,2023-10-17,2023-10-19,Second Class,EB-14170,Evan Bailliet,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,5.3120,2,0.60,-1.5936
1360,US-2023-124394,2023-10-17,2023-10-22,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Beaumont,Texas,77705,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.7800,5,0.80,-17.2480
1361,US-2023-124394,2023-10-17,2023-10-22,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Beaumont,Texas,77705,Central,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.9760,3,0.20,-17.9964
1362,US-2023-110408,2023-10-18,2023-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.8800,6,0.00,70.9644
1363,US-2023-115084,2023-10-18,2023-10-22,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Texarkana,Arkansas,71854,South,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.3400,6,0.00,145.2816
1364,US-2023-143168,2023-10-18,2023-10-23,Second Class,IG-15085,Ivan Gibson,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.3440,1,0.20,0.4704
1365,US-2023-138450,2023-10-18,2023-10-22,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.5120,6,0.20,19.6920
1366,US-2023-143168,2023-10-18,2023-10-23,Second Class,IG-15085,Ivan Gibson,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.9600,2,0.00,27.8820
1367,US-2023-138450,2023-10-18,2023-10-22,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",10.0480,4,0.20,3.1400
1368,US-2023-110408,2023-10-18,2023-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.9700,3,0.00,11.0388
1369,US-2023-138450,2023-10-18,2023-10-22,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",186.9120,6,0.20,-35.0460
1370,US-2023-110408,2023-10-18,2023-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.9500,5,0.00,362.6870
1371,US-2023-155264,2023-10-19,2023-10-22,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2.9920,1,0.20,1.1220
1372,US-2023-155264,2023-10-19,2023-10-22,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,20.0640,6,0.20,7.0224
1373,US-2023-155264,2023-10-19,2023-10-22,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,18.7500,5,0.00,9.0000
1374,US-2023-155264,2023-10-19,2023-10-22,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,146.7300,3,0.00,68.9631
1375,US-2023-117317,2023-10-19,2023-10-19,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.4400,3,0.00,6.5856
1376,US-2023-155264,2023-10-19,2023-10-22,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,117.5760,3,0.20,11.7576
1377,US-2023-100867,2023-10-19,2023-10-24,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,321.5520,6,0.20,20.0970
